day,text,img,url
2022-11-23,“부채 연착륙 필요”…LTV 완화했...,https://s.pstatic.net/imgnews/image/thumb100/243/2022/11/14/34153.jpg,https://land.naver.com/news/newsRead.naver?type=issueView&isu_no=102392&prsco_id=243&arti_id=0000034153
2022-11-23,[2022 국감] '스카이72' 수상한 지...,https://s.pstatic.net/imgnews/image/thumb100/119/2022/10/19/2649398.jpg,https://land.naver.com/news/newsRead.naver?type=issueView&isu_no=102372&prsco_id=119&arti_id=0002649398
